Timestamp (ms),TP9 (left ear),AF7 (left forehead),AF8 (right forehead),TP10 (right ear)
19747,-83.984375,-398.4375,-36.1328125,-43.45703125
19751,-70.3125,-389.6484375,-32.2265625,-44.43359375
19756,-65.4296875,-375.9765625,-34.66796875,-44.921875
19759,-73.73046875,-378.41796875,-36.1328125,-28.80859375
19763,-69.82421875,-372.55859375,-41.015625,-19.53125
19767,-54.6875,-362.79296875,-40.52734375,-35.64453125
19772,-54.6875,-354.00390625,-36.62109375,-47.8515625
19775,-64.453125,-351.5625,-37.109375,-51.26953125
19779,-81.0546875,-346.19140625,-31.25,-30.2734375
19784,-80.56640625,-340.33203125,-26.85546875,-16.6015625
19787,-68.359375,-333.49609375,-26.85546875,-44.43359375
19792,-73.73046875,-326.171875,-26.85546875,-52.24609375
19795,-77.63671875,-321.2890625,-26.3671875,-57.12890625
19800,-83.0078125,-316.89453125,-30.2734375,-42.96875
19803,-77.63671875,-312.01171875,-34.1796875,-23.4375
19808,-64.94140625,-300.29296875,-29.296875,-36.1328125
19811,-64.94140625,-293.9453125,-28.80859375,-44.921875
19816,-63.4765625,-286.1328125,-32.2265625,-48.828125
19819,-68.359375,-279.78515625,-32.2265625,-36.62109375
19824,-61.5234375,-276.85546875,-30.2734375,-15.13671875
19828,-47.8515625,-275.390625,-32.71484375,-15.625
19831,-53.22265625,-275.390625,-31.73828125,-32.2265625
19836,-55.17578125,-275.87890625,-28.3203125,-39.0625
19839,-62.01171875,-271.97265625,-27.34375,-23.92578125
19844,-67.3828125,-268.5546875,-30.2734375,-4.8828125
19847,-54.6875,-271.97265625,-28.80859375,-19.04296875
19851,-48.33984375,-270.5078125,-24.90234375,-41.50390625
19855,-57.6171875,-268.06640625,-30.76171875,-44.43359375
19859,-68.84765625,-273.4375,-34.1796875,-42.48046875
19864,-63.4765625,-273.92578125,-32.71484375,-29.78515625
19867,-40.52734375,-270.99609375,-37.109375,-25.390625
19871,-30.76171875,-264.6484375,-35.64453125,-32.71484375
19876,-41.50390625,-261.23046875,-31.73828125,-32.71484375
19879,-52.734375,-256.8359375,-27.83203125,-35.64453125
19884,-50.78125,-246.58203125,-22.94921875,-14.6484375
19887,-27.34375,-236.81640625,-17.08984375,-7.32421875
19891,-26.85546875,-219.23828125,-10.25390625,-30.76171875
19895,-24.90234375,-214.35546875,-9.27734375,-32.2265625
19899,-13.18359375,-219.7265625,-13.18359375,-4.8828125
19903,-8.30078125,-218.26171875,-12.20703125,-1.46484375
19908,-19.04296875,-215.33203125,-12.20703125,-21.484375
19911,-36.62109375,-224.12109375,-13.18359375,-31.25
19916,-50.29296875,-229.98046875,-14.16015625,-36.62109375
19919,-54.6875,-237.3046875,-19.04296875,-33.69140625
19924,-50.78125,-240.234375,-22.94921875,-36.62109375
19927,-41.015625,-234.86328125,-19.04296875,-40.0390625
19931,-51.26953125,-237.3046875,-21.484375,-46.875
19936,-73.73046875,-244.62890625,-29.296875,-56.640625
19939,-58.10546875,-237.79296875,-27.34375,-32.2265625
19944,-45.8984375,-235.3515625,-24.90234375,-20.5078125
19947,-50.78125,-240.234375,-25.390625,-40.0390625
19951,-49.8046875,-240.72265625,-30.2734375,-47.36328125
19956,-62.01171875,-241.2109375,-33.69140625,-48.828125
19959,-63.96484375,-247.55859375,-32.71484375,-34.1796875
19963,-48.828125,-248.53515625,-25.87890625,-13.671875
19967,-49.31640625,-241.69921875,-22.4609375,-35.64453125
19972,-45.41015625,-238.76953125,-26.3671875,-51.7578125
19975,-50.78125,-244.140625,-26.85546875,-45.8984375
19980,-57.12890625,-250.9765625,-22.94921875,-14.6484375
19983,-40.52734375,-247.0703125,-19.53125,-29.296875
19988,-31.25,-241.2109375,-20.01953125,-32.71484375
19991,-37.59765625,-240.234375,-24.4140625,-14.16015625
19996,-53.7109375,-232.421875,-23.92578125,0.9765625
20000,-41.50390625,-218.26171875,-13.671875,0.9765625
20003,-25.390625,-221.6796875,-12.20703125,-7.32421875
20008,-30.76171875,-219.23828125,-10.25390625,-20.99609375
20011,-31.25,-206.0546875,-10.25390625,-9.27734375
20015,-33.69140625,-204.1015625,-10.7421875,23.4375
20020,-34.66796875,-205.56640625,-5.37109375,13.18359375
20023,-23.92578125,-204.58984375,-4.39453125,-5.37109375
20028,-23.4375,-205.078125,-8.30078125,-4.8828125
20031,-17.08984375,-199.21875,-7.32421875,-10.25390625
20035,-20.01953125,-189.453125,-6.34765625,-1.953125
20040,-33.69140625,-186.5234375,-9.765625,-5.859375
20043,-23.4375,-190.91796875,-16.11328125,-19.53125
20047,-18.5546875,-195.3125,-25.390625,-23.4375
20051,-27.34375,-197.75390625,-29.78515625,-29.78515625
20055,-36.1328125,-192.87109375,-24.4140625,-17.578125
20060,-45.41015625,-190.91796875,-20.99609375,-1.953125
20063,-33.203125,-184.08203125,-19.04296875,-15.625
20067,-27.34375,-166.9921875,-13.671875,-36.62109375
20072,-39.55078125,-162.109375,-16.6015625,-34.66796875
20075,-41.50390625,-159.66796875,-16.11328125,-6.8359375
20079,-46.875,-158.203125,-10.7421875,0.48828125
20083,-41.9921875,-150.390625,-10.7421875,-14.6484375
20088,-33.69140625,-143.06640625,-14.16015625,-24.90234375
20091,-35.15625,-141.6015625,-12.20703125,-25.390625
20096,-37.59765625,-132.32421875,-14.16015625,-0.9765625
20100,-37.109375,-126.953125,-11.71875,5.859375
20103,-23.4375,-119.62890625,-5.859375,-8.7890625
20108,-15.13671875,-105.46875,-3.90625,-16.6015625
20111,-14.6484375,-98.6328125,-2.9296875,-19.04296875
20115,-20.99609375,-93.75,-0.48828125,0.48828125
20120,-23.4375,-79.58984375,5.859375,15.625
20123,-6.34765625,-68.359375,7.32421875,-4.39453125
20127,2.44140625,-64.453125,5.859375,-25.390625
20131,-2.44140625,-65.91796875,-2.9296875,-26.3671875
20135,-1.953125,-62.01171875,-7.32421875,-9.765625
20140,-10.7421875,-55.17578125,-4.8828125,3.41796875
20143,-17.08984375,-54.6875,-6.8359375,-12.20703125
20147,-5.859375,-43.9453125,-8.7890625,-29.78515625
20152,-3.41796875,-32.2265625,-11.23046875,-27.34375
20155,-12.20703125,-20.99609375,-13.18359375,-10.7421875
20160,-16.11328125,-11.23046875,-12.6953125,-1.46484375
20164,-10.7421875,-6.34765625,-13.671875,-12.20703125
20167,-0.48828125,3.41796875,-12.6953125,-26.85546875
20171,5.37109375,11.23046875,-11.71875,-35.15625
20175,-22.4609375,25.390625,-17.08984375,-29.78515625
20179,-26.3671875,28.80859375,-13.671875,-10.7421875
20183,-11.71875,22.4609375,-14.16015625,-17.578125
20187,-12.6953125,19.53125,-18.06640625,-38.57421875
20191,-23.4375,20.99609375,-18.5546875,-48.828125
20196,-34.1796875,21.97265625,-14.6484375,-40.52734375
20199,-41.50390625,27.34375,-12.20703125,-13.671875
20204,-28.80859375,33.203125,-11.71875,-16.6015625
20207,-17.578125,35.64453125,-14.16015625,-36.1328125
20212,-20.99609375,28.3203125,-20.01953125,-40.52734375
20215,-36.62109375,19.04296875,-22.94921875,-40.0390625
20219,-44.921875,14.16015625,-22.4609375,-24.4140625
20224,-27.83203125,20.01953125,-19.04296875,-20.01953125
20227,-12.20703125,21.97265625,-20.01953125,-34.66796875
20232,-20.01953125,20.01953125,-23.92578125,-40.52734375
20235,-38.57421875,22.94921875,-25.87890625,-46.38671875
20240,-44.921875,25.390625,-27.34375,-27.34375
20243,-27.83203125,29.78515625,-21.484375,-14.6484375
20247,-20.5078125,22.4609375,-18.5546875,-28.80859375
20251,-33.69140625,17.578125,-17.578125,-41.9921875
20256,-45.8984375,11.71875,-16.6015625,-42.96875
20259,-50.29296875,10.25390625,-13.18359375,-14.16015625
20263,-35.15625,19.04296875,-15.13671875,-22.4609375
20268,-23.92578125,17.578125,-13.671875,-30.2734375
20271,-21.484375,19.53125,-12.20703125,-24.4140625
20276,-24.90234375,22.94921875,-7.8125,-10.25390625
20281,-19.53125,23.4375,-6.8359375,6.34765625
20284,-0.9765625,22.4609375,-8.30078125,-6.34765625
20287,-1.953125,25.390625,-10.25390625,-10.7421875
20292,-13.671875,24.90234375,-12.20703125,-16.6015625
20295,-28.80859375,21.97265625,-13.18359375,-10.7421875
20299,-25.87890625,28.3203125,-15.625,7.32421875
20304,-5.859375,32.71484375,-16.6015625,1.46484375
20307,-4.8828125,36.1328125,-3.90625,-5.859375
20313,-11.71875,38.0859375,-3.90625,-14.16015625
20316,-28.3203125,31.73828125,-13.671875,-3.90625
20319,-36.1328125,26.3671875,-14.16015625,13.671875
20323,-28.80859375,24.90234375,-13.18359375,-0.48828125
20328,-29.78515625,25.87890625,-6.34765625,-11.71875
20332,-25.390625,35.15625,-3.90625,-13.671875
20335,-28.80859375,36.1328125,-5.859375,0
20340,-39.0625,34.1796875,-5.37109375,14.16015625
20343,-29.296875,35.64453125,-6.34765625,-6.8359375
20347,-19.04296875,34.1796875,-9.765625,-17.578125
20352,-24.4140625,39.0625,-15.625,-23.92578125
20355,-39.55078125,40.0390625,-25.87890625,-25.390625
20360,-48.33984375,31.73828125,-20.01953125,0.9765625
20363,-32.2265625,38.57421875,-9.765625,4.39453125
20367,-21.484375,43.9453125,-3.41796875,-5.37109375
20372,-15.13671875,43.9453125,2.44140625,-11.71875
20375,-20.99609375,46.38671875,0.48828125,-16.11328125
20380,-29.78515625,44.921875,-0.48828125,1.46484375
20384,-17.578125,46.875,-2.44140625,-0.48828125
20387,-7.32421875,49.8046875,-5.859375,-14.6484375
20392,-11.23046875,53.7109375,-5.37109375,-16.11328125
20396,-15.625,52.24609375,-9.765625,-14.6484375
20399,-18.06640625,49.31640625,-14.6484375,0.9765625
20404,-10.25390625,43.45703125,-11.71875,-4.39453125
20407,-2.9296875,40.0390625,-15.625,-19.53125
20411,-13.671875,41.50390625,-17.08984375,-21.97265625
20415,-30.76171875,36.62109375,-20.01953125,-29.296875
20420,-34.1796875,37.59765625,-20.99609375,-11.71875
20423,-17.578125,43.45703125,-20.5078125,-1.953125
20428,-8.30078125,38.57421875,-22.94921875,-20.5078125
20431,-15.13671875,28.80859375,-19.53125,-32.2265625
20435,-30.76171875,25.87890625,-17.578125,-32.71484375
20440,-43.45703125,31.25,-16.11328125,-8.7890625
20443,-36.1328125,36.62109375,-20.99609375,-1.46484375
20447,-32.2265625,29.296875,-20.01953125,-26.85546875
20451,-35.64453125,29.78515625,-13.18359375,-28.3203125
20455,-31.73828125,37.109375,-18.06640625,-35.15625
20460,-44.43359375,35.15625,-28.80859375,-32.71484375
20463,-55.6640625,29.296875,-39.55078125,-21.484375
20467,-48.33984375,27.83203125,-37.109375,-31.73828125
20471,-46.875,29.296875,-35.64453125,-32.71484375
20476,-56.15234375,31.73828125,-41.50390625,-37.109375
20479,-62.01171875,29.78515625,-37.109375,-31.73828125
20483,-52.24609375,28.3203125,-34.1796875,-11.71875
20488,-39.55078125,28.80859375,-32.71484375,-14.6484375
20491,-41.015625,30.2734375,-32.2265625,-29.296875
20496,-49.31640625,30.2734375,-28.80859375,-32.71484375
20499,-56.640625,32.71484375,-25.87890625,-26.85546875
20503,-60.546875,34.1796875,-22.94921875,-14.6484375
20508,-48.828125,30.76171875,-23.92578125,-27.83203125
20511,-43.45703125,29.78515625,-25.87890625,-36.1328125
20515,-46.875,29.296875,-22.94921875,-36.1328125
20519,-47.8515625,30.2734375,-22.94921875,-29.78515625
20524,-47.8515625,30.76171875,-24.90234375,-13.18359375
20527,-40.52734375,32.2265625,-32.2265625,-20.01953125
20531,-40.52734375,28.3203125,-36.1328125,-28.80859375
20536,-42.96875,25.390625,-31.73828125,-27.83203125
20539,-52.24609375,31.25,-30.76171875,-32.71484375
20544,-58.10546875,32.71484375,-23.4375,-18.06640625
20547,-41.015625,38.57421875,-21.484375,-12.20703125
20551,-44.43359375,34.1796875,-29.78515625,-26.3671875
20556,-43.9453125,45.41015625,-29.296875,-38.57421875
20559,-42.48046875,41.015625,-24.90234375,-32.71484375
20563,-34.1796875,37.59765625,-25.390625,-15.625
20567,-28.3203125,39.55078125,-24.4140625,-18.5546875
20572,-34.66796875,41.015625,-27.34375,-37.109375
20575,-41.9921875,41.9921875,-28.3203125,-42.96875
20579,-49.8046875,41.50390625,-22.4609375,-31.73828125
20584,-42.48046875,32.71484375,-23.4375,-17.578125
20587,-25.390625,28.80859375,-22.4609375,-10.25390625
20592,-32.2265625,27.34375,-22.94921875,-25.390625
20595,-43.9453125,13.18359375,-26.85546875,-41.9921875
20599,-50.78125,5.37109375,-26.85546875,-42.48046875
20604,-42.48046875,16.6015625,-28.3203125,-20.5078125
20608,-30.76171875,20.01953125,-27.34375,-2.9296875
20611,-40.0390625,17.08984375,-25.87890625,-28.3203125
20615,-39.55078125,25.390625,-21.97265625,-42.48046875
20619,-41.015625,31.73828125,-13.671875,-33.203125
20623,-36.62109375,24.4140625,-14.6484375,-13.18359375
20628,-23.4375,20.99609375,-20.01953125,0
20631,-27.34375,27.34375,-26.3671875,-21.97265625
20636,-41.015625,28.3203125,-32.2265625,-37.109375
20639,-54.6875,33.203125,-30.2734375,-11.23046875
20644,-28.80859375,43.9453125,-22.4609375,-21.97265625
20647,-22.4609375,47.36328125,-16.11328125,-26.85546875
20651,-27.34375,46.38671875,-14.6484375,-33.69140625
20655,-36.1328125,48.828125,-13.18359375,-27.83203125
20660,-37.109375,51.26953125,-9.765625,-6.34765625
20663,-22.94921875,47.8515625,-11.71875,-16.6015625
20667,-20.01953125,46.875,-15.625,-30.2734375
20672,-31.73828125,33.69140625,-15.625,-37.109375
20675,-34.66796875,26.3671875,-18.06640625,-40.0390625
20679,-35.15625,39.0625,-23.92578125,-23.4375
20683,-31.73828125,37.109375,-22.4609375,-32.2265625
20688,-26.85546875,29.296875,-22.94921875,-37.109375
20691,-27.83203125,30.76171875,-26.85546875,-35.15625
20695,-35.15625,35.64453125,-26.3671875,-30.76171875
20699,-40.0390625,35.15625,-26.3671875,-22.4609375
20704,-28.80859375,26.3671875,-37.59765625,-33.69140625
20707,-30.76171875,8.30078125,-34.1796875,-35.15625
20712,-31.73828125,3.90625,-26.3671875,-38.0859375
20716,-32.2265625,14.6484375,-26.85546875,-48.828125
20719,-41.50390625,15.625,-27.83203125,-23.92578125
20723,-20.5078125,17.08984375,-27.34375,-7.8125
20728,-7.8125,20.01953125,-24.4140625,-23.4375
20731,-14.6484375,16.11328125,-22.94921875,-38.0859375
20736,-29.78515625,15.13671875,-24.4140625,-14.6484375
20739,-16.6015625,18.5546875,-17.08984375,-3.41796875
20743,0.9765625,20.01953125,-17.578125,-17.578125
20747,-3.41796875,21.97265625,-16.6015625,-29.78515625
20752,-14.6484375,20.5078125,-17.578125,-27.34375
20755,-29.296875,19.53125,-25.390625,-12.6953125
20760,-27.34375,21.97265625,-21.484375,-12.20703125
20764,-10.7421875,26.85546875,-15.625,-20.5078125
20767,-2.9296875,34.1796875,-17.578125,-23.4375
20772,-13.18359375,34.66796875,-21.97265625,-30.2734375
20775,-35.64453125,35.64453125,-18.5546875,-22.94921875
20779,-30.76171875,32.71484375,-17.08984375,-10.7421875
20783,-15.625,23.4375,-19.53125,-28.80859375
20787,-21.97265625,18.06640625,-12.20703125,-34.1796875
20791,-28.80859375,16.6015625,-9.27734375,-32.2265625
20795,-38.57421875,17.578125,-10.7421875,-14.6484375
20799,-33.69140625,23.4375,-13.18359375,9.27734375
20803,-19.53125,27.34375,-23.92578125,-19.04296875
20807,-25.390625,20.5078125,-30.2734375,-44.43359375
20812,-35.15625,13.671875,-26.85546875,-38.0859375
20816,-40.0390625,7.8125,-27.83203125,-21.97265625
20819,-44.43359375,-1.46484375,-28.3203125,-14.6484375
20824,-36.62109375,-10.25390625,-20.99609375,-19.53125
20827,-28.3203125,-8.30078125,-20.99609375,-27.83203125
20831,-34.66796875,-0.9765625,-21.97265625,-35.15625
20836,-43.45703125,0,-20.99609375,-31.25
20839,-42.96875,-0.48828125,-20.5078125,-18.5546875
20844,-31.73828125,-0.9765625,-22.94921875,-18.5546875
20847,-26.85546875,-0.48828125,-25.390625,-32.71484375
20851,-29.78515625,0.48828125,-31.25,-51.7578125
20856,-42.48046875,-3.90625,-29.296875,-38.0859375
20859,-45.41015625,-9.765625,-28.3203125,-2.9296875
20863,-27.83203125,-9.27734375,-29.78515625,-10.7421875
20867,-20.5078125,-4.8828125,-29.78515625,-29.78515625
20872,-21.97265625,2.9296875,-28.80859375,-36.1328125
20875,-29.296875,7.32421875,-30.76171875,-39.0625
20879,-39.0625,2.44140625,-29.296875,-17.578125
20884,-25.87890625,-4.8828125,-27.34375,-5.37109375
20887,-8.7890625,-6.34765625,-29.78515625,-12.6953125
20891,-0.9765625,-4.8828125,-31.73828125,-22.94921875
20895,-6.34765625,-12.20703125,-36.1328125,-28.80859375
20899,-21.484375,-21.97265625,-34.66796875,-13.18359375
20904,-10.7421875,-25.87890625,-23.4375,-0.9765625
20907,4.8828125,-24.90234375,-21.97265625,-10.7421875
20912,-5.37109375,-22.94921875,-34.1796875,-28.80859375
20916,-13.671875,-29.78515625,-31.25,-29.78515625
20919,-19.53125,-31.73828125,-29.78515625,-21.484375
20924,-22.4609375,-29.78515625,-36.1328125,-15.625
20927,-17.08984375,-34.1796875,-36.62109375,-19.53125
20931,-10.25390625,-35.64453125,-38.57421875,-32.2265625
20936,-12.20703125,-35.15625,-41.9921875,-37.59765625
20939,-29.78515625,-37.59765625,-51.7578125,-22.4609375
20944,-34.66796875,-46.38671875,-59.5703125,-15.625
20947,-26.85546875,-54.19921875,-59.5703125,-38.57421875
20952,-32.71484375,-60.05859375,-62.01171875,-53.7109375
20955,-40.52734375,-68.84765625,-59.5703125,-64.94140625
20960,-51.7578125,-68.359375,-60.05859375,-57.6171875
20964,-49.31640625,-59.08203125,-67.87109375,-39.0625
20967,-35.15625,-55.17578125,-64.453125,-44.921875
20972,-38.57421875,-60.05859375,-54.19921875,-47.36328125
20975,-43.9453125,-68.84765625,-52.734375,-52.734375
20979,-58.10546875,-62.98828125,-50.78125,-41.50390625
20983,-54.6875,-57.6171875,-50.78125,-29.78515625
20988,-41.015625,-61.03515625,-58.59375,-50.29296875
20991,-46.875,-75.1953125,-59.5703125,-58.59375
20996,-48.33984375,-75.1953125,-49.31640625,-60.546875
20999,-55.17578125,-68.84765625,-42.96875,-48.828125
21003,-57.6171875,-69.82421875,-43.45703125,-28.80859375
21008,-50.29296875,-73.2421875,-46.38671875,-36.62109375
21011,-45.8984375,-73.2421875,-43.9453125,-42.48046875
21016,-43.9453125,-67.87109375,-39.0625,-34.66796875
21019,-48.828125,-62.01171875,-34.66796875,-3.90625
21024,-32.2265625,-60.546875,-28.80859375,2.9296875
21027,-22.94921875,-53.7109375,-26.3671875,-15.625
21031,-26.3671875,-51.26953125,-24.90234375,-29.296875
21036,-32.2265625,-54.19921875,-26.3671875,-27.83203125
21039,-30.2734375,-45.41015625,-23.4375,1.953125
21044,-6.34765625,-33.69140625,-9.27734375,16.6015625
21047,20.99609375,-22.4609375,7.8125,11.23046875
21052,31.25,-13.18359375,19.04296875,19.04296875
21055,36.1328125,-6.34765625,28.3203125,29.296875
21060,42.48046875,4.39453125,34.1796875,48.828125
21063,78.61328125,18.5546875,38.0859375,55.17578125
21067,86.9140625,23.92578125,50.29296875,49.8046875
21071,91.796875,38.0859375,63.96484375,49.8046875
21075,94.23828125,51.7578125,72.265625,55.6640625
21079,107.421875,62.01171875,76.66015625,84.47265625
21084,122.0703125,77.1484375,85.44921875,105.46875
21087,120.1171875,80.078125,98.14453125,103.02734375
21092,120.60546875,78.61328125,110.3515625,98.14453125
21095,131.34765625,90.8203125,121.09375,105.95703125
21099,147.94921875,99.12109375,128.90625,131.8359375
21103,156.25,98.14453125,132.8125,114.2578125
21108,149.4140625,98.14453125,136.71875,111.328125
21111,137.20703125,96.6796875,132.32421875,125.9765625
21115,125.48828125,94.7265625,126.46484375,135.7421875
21119,136.23046875,95.703125,129.39453125,123.046875
21123,148.92578125,96.19140625,125,108.3984375
21128,139.6484375,89.35546875,125.48828125,89.35546875
21131,126.46484375,80.56640625,119.62890625,94.7265625
21135,104.98046875,78.61328125,102.5390625,119.62890625
21140,106.4453125,74.70703125,102.5390625,108.88671875
21143,131.8359375,82.51953125,105.46875,84.9609375
21147,120.1171875,89.84375,102.05078125,77.63671875
21151,98.14453125,76.171875,97.16796875,89.84375
21156,94.7265625,74.21875,101.07421875,106.93359375
21159,93.75,78.125,100.5859375,95.703125
21164,104.4921875,79.1015625,100.5859375,75.1953125
21168,108.88671875,74.21875,95.703125,67.87109375
21171,89.84375,65.91796875,90.33203125,70.80078125
21176,72.75390625,66.40625,86.9140625,70.80078125
21179,70.80078125,61.03515625,76.171875,63.96484375
21183,72.265625,48.33984375,68.84765625,57.6171875
21187,68.359375,38.0859375,65.4296875,42.96875
21191,54.19921875,30.2734375,60.546875,35.15625
21196,40.52734375,25.87890625,57.6171875,59.08203125
21199,37.59765625,20.5078125,59.08203125,60.546875
21203,57.6171875,14.16015625,57.6171875,36.1328125
21208,63.96484375,13.671875,55.17578125,22.94921875
21211,52.734375,9.765625,54.19921875,29.78515625
21215,45.8984375,10.25390625,50.78125,55.17578125
21219,38.57421875,7.32421875,48.828125,56.640625
21223,45.41015625,0,47.8515625,36.62109375
21227,49.31640625,-1.953125,44.43359375,20.5078125
21231,42.48046875,0.48828125,38.0859375,27.34375
21236,32.2265625,0,39.0625,44.921875
21239,26.3671875,-1.46484375,37.59765625,39.0625
21244,35.64453125,5.859375,35.64453125,35.64453125
21247,49.31640625,16.11328125,41.9921875,33.69140625
21251,55.17578125,17.578125,41.015625,19.04296875
21255,48.33984375,10.7421875,32.2265625,31.25
21260,33.203125,2.9296875,33.203125,42.96875
21264,35.64453125,0,34.1796875,30.76171875
21267,44.921875,1.46484375,31.25,13.18359375
21272,38.0859375,4.8828125,28.80859375,5.37109375
21275,30.76171875,4.8828125,29.296875,20.5078125
21280,22.94921875,-0.48828125,26.85546875,29.296875
21284,16.11328125,-4.39453125,23.4375,8.30078125
21287,23.92578125,-4.8828125,20.5078125,-5.859375
21292,18.06640625,-12.20703125,21.97265625,0.9765625
21295,6.34765625,-10.25390625,31.25,10.25390625
21299,0.9765625,-3.41796875,31.25,9.27734375
21303,-6.34765625,-10.25390625,27.34375,6.8359375
21308,-4.8828125,-10.7421875,26.3671875,-2.44140625
21311,-0.48828125,-4.39453125,25.390625,-11.23046875
21316,-5.859375,-7.8125,23.4375,2.9296875
21319,-14.16015625,-6.8359375,17.08984375,15.13671875
21323,-14.16015625,-5.37109375,13.671875,11.71875
21328,-2.44140625,-8.30078125,13.671875,4.8828125
21331,4.39453125,-2.9296875,14.6484375,-10.7421875
21336,0,-0.9765625,14.16015625,-2.9296875
21339,-5.37109375,0.9765625,12.20703125,20.5078125
21343,-3.90625,1.953125,11.71875,12.20703125
21347,17.578125,3.90625,8.7890625,-1.953125
21351,18.06640625,7.8125,7.32421875,-3.90625
21355,5.37109375,3.90625,10.7421875,-5.37109375
21359,-3.41796875,-0.9765625,8.7890625,5.37109375
21363,-14.16015625,1.46484375,7.32421875,5.859375
21367,-2.44140625,5.37109375,9.27734375,-3.41796875
21372,7.32421875,7.8125,10.7421875,-7.8125
21375,6.34765625,9.765625,14.16015625,-18.06640625
21380,-1.46484375,5.37109375,7.32421875,-1.953125
21384,-8.7890625,3.41796875,2.9296875,13.18359375
21387,6.34765625,2.9296875,2.9296875,-0.9765625
21392,17.08984375,3.90625,-0.48828125,-14.16015625
21396,13.18359375,8.30078125,-1.46484375,-11.71875
21399,13.671875,5.859375,-0.9765625,7.32421875
21403,24.4140625,6.34765625,-2.44140625,13.18359375
21408,25.87890625,5.37109375,-0.9765625,4.8828125
21411,13.18359375,2.9296875,-5.37109375,0.9765625
21415,7.8125,-0.48828125,-9.27734375,-0.9765625
21419,-2.9296875,-1.953125,-2.44140625,8.7890625
21424,6.8359375,1.953125,-0.48828125,6.34765625
21427,20.5078125,5.859375,-5.859375,-10.25390625
21431,10.25390625,6.34765625,-4.39453125,-14.6484375
21435,-0.48828125,7.8125,-2.44140625,-16.6015625
21440,-9.765625,8.30078125,-5.859375,-2.9296875
21443,6.34765625,9.27734375,-5.859375,14.16015625
21447,0,11.71875,-2.9296875,7.32421875
21451,-6.8359375,16.6015625,-0.9765625,-3.41796875
21456,-13.671875,14.6484375,1.46484375,-13.671875
21459,-10.25390625,6.34765625,-3.41796875,-2.44140625
21463,-0.48828125,3.41796875,-7.8125,15.625
21468,1.46484375,5.859375,-6.8359375,-4.39453125
21471,-0.48828125,4.39453125,-7.8125,-18.06640625
21476,-6.8359375,2.9296875,-7.32421875,-15.625
21479,-2.44140625,3.90625,-10.7421875,-0.48828125
21484,5.37109375,8.30078125,-7.8125,1.46484375
21487,-1.953125,5.37109375,-12.6953125,-8.7890625
21491,-12.20703125,0.48828125,-8.30078125,-11.23046875
21495,-20.01953125,0.48828125,-5.37109375,-5.859375
21500,-26.3671875,0.48828125,-3.41796875,19.04296875
21503,-14.6484375,2.44140625,0,20.01953125
21508,-11.23046875,-1.46484375,-0.48828125,3.90625
21511,-13.671875,0.48828125,0.9765625,-10.7421875
21515,-17.578125,8.30078125,3.90625,-2.44140625
21520,-13.18359375,11.71875,2.44140625,21.97265625
21523,-0.48828125,17.578125,7.32421875,22.4609375
21527,2.44140625,25.87890625,6.8359375,5.859375
21531,0.48828125,24.90234375,-0.9765625,-11.71875
21535,-20.5078125,18.06640625,6.34765625,-5.859375
21539,-27.83203125,18.06640625,11.23046875,21.484375
21543,-10.25390625,20.5078125,9.27734375,23.92578125
21547,-9.27734375,21.484375,12.6953125,8.7890625
21552,-7.8125,21.97265625,14.6484375,-2.9296875
21555,-4.8828125,20.5078125,19.04296875,-12.20703125
21560,-11.71875,18.06640625,17.578125,7.32421875
21563,-2.9296875,15.625,12.20703125,14.6484375
21567,0,9.765625,5.37109375,-7.32421875
21572,-8.30078125,5.859375,-2.44140625,-21.484375
21575,-14.16015625,5.859375,-3.41796875,-15.13671875
21579,-19.04296875,8.7890625,-0.48828125,2.44140625
21584,-10.7421875,5.37109375,3.41796875,14.6484375
21587,-1.953125,5.859375,5.37109375,7.32421875
21592,-1.953125,7.8125,9.765625,4.8828125
21595,-5.37109375,9.27734375,10.7421875,11.23046875
21599,-12.20703125,17.08984375,7.32421875,20.01953125
21603,-12.20703125,19.04296875,11.23046875,24.4140625
21608,-2.9296875,17.578125,9.27734375,16.6015625
21611,-6.8359375,12.20703125,9.27734375,13.18359375
21615,-14.6484375,8.7890625,10.7421875,0
21620,-19.53125,9.27734375,11.23046875,10.25390625
21623,-12.20703125,17.08984375,11.71875,32.2265625
21627,-3.41796875,19.53125,1.46484375,18.06640625
21631,-18.06640625,13.18359375,-1.953125,-2.9296875
21636,-22.4609375,11.23046875,6.34765625,-10.25390625
21639,-14.6484375,13.18359375,0.9765625,1.46484375
21643,-6.8359375,14.6484375,1.46484375,18.06640625
21647,4.39453125,17.08984375,9.27734375,9.27734375
21652,1.953125,22.4609375,8.30078125,0.48828125
21655,-0.9765625,28.3203125,12.6953125,4.39453125
21660,-1.46484375,24.4140625,17.08984375,15.13671875
21663,-9.765625,19.04296875,15.13671875,24.90234375
21667,-5.37109375,21.484375,8.7890625,8.7890625
21672,-4.8828125,19.04296875,6.34765625,-5.37109375
21675,-15.625,17.578125,4.39453125,-9.27734375
21679,-18.5546875,14.6484375,3.41796875,-9.765625
21684,2.44140625,10.7421875,4.39453125,13.671875
21687,10.7421875,13.671875,0.9765625,19.04296875
21691,-2.44140625,17.578125,1.46484375,1.953125
21695,-13.671875,13.18359375,5.859375,-13.671875
21700,-16.11328125,4.8828125,2.44140625,-9.27734375
21704,-1.46484375,5.859375,3.90625,18.06640625
21707,9.765625,10.7421875,1.46484375,18.06640625
